139	326	98
139	327	3
139	351	1
139	353	1
139	354	25
139	355	4
139	357	1072
139	361	10
139	362	25
139	363	11
139	364	16
139	365	89
139	368	75
139	369	12
139	372	23
139	376	780
139	38	57
250	326	4
250	361	6
250	363	1
250	368	2
250	372	2
250	376	1
250	38	7
326	327	90
326	353	1
326	354	4
326	355	4
326	361	13
326	362	5
326	363	12
326	364	13
326	365	9
326	368	48
326	372	19
326	376	3
326	38	87
327	354	5
327	362	1
327	363	1
327	364	457
327	365	6
327	368	1
327	372	360
327	376	6
327	38	2
351	353	26
351	354	56
351	355	122
351	357	1
351	361	5
351	362	35
351	363	3
351	364	26
351	365	3
351	368	160
351	372	3
351	376	11
351	38	2
353	354	174
353	355	232
353	357	3
353	361	5
353	362	7
353	363	2
353	364	12
353	365	9
353	368	13
353	369	4
353	372	3
353	376	20
353	38	5
354	355	291
354	357	240
354	361	21
354	362	38
354	363	9
354	364	107
354	365	340
354	368	56
354	369	10
354	372	214
354	376	780
354	38	16
355	357	23
355	361	10
355	362	13
355	363	6
355	364	31
355	365	55
355	368	72
355	369	7
355	372	6
355	376	70
355	38	4
357	361	1
357	362	2
357	363	1
357	364	3
357	365	419
357	368	6
357	372	5
357	376	1363
357	38	1
361	362	572
361	363	1353
361	364	27
361	365	24
361	368	203
361	369	23
361	372	7
361	376	69
361	38	222
362	363	347
362	364	23
362	365	35
362	368	31
362	369	5
362	372	159
362	376	64
362	38	25
363	364	47
363	365	21
363	368	204
363	369	23
363	372	10
363	376	69
363	38	248
364	365	293
364	368	38
364	369	16
364	372	303
364	376	71
364	38	50
365	368	152
365	369	71
365	372	80
365	376	398
365	38	32
368	369	82
368	372	20
368	376	53
368	38	127
369	372	4
369	376	19
369	38	17
372	376	190
372	38	22
376	38	28
