205	225	89
205	226	6
205	227	29
205	228	40
205	229	13
205	230	62
205	231	248
205	232	78
205	233	16
205	234	8
205	390	7
205	432	1
205	434	4
205	441	4
205	614	2
205	617	1
225	226	403
225	227	400
225	228	559
225	229	375
225	230	15
225	231	77
225	232	49
225	233	56
225	234	16
225	390	31
225	432	75
225	434	44
225	441	66
225	614	10
225	617	4
226	227	247
226	228	64
226	229	48
226	230	25
226	231	9
226	232	25
226	233	11
226	234	8
226	390	170
226	432	14
226	434	3
226	441	9
226	614	12
226	617	1
227	228	188
227	229	127
227	230	17
227	231	59
227	232	38
227	233	29
227	234	23
227	390	2
227	432	57
227	434	15
227	441	38
227	614	11
227	617	6
228	229	465
228	230	18
228	231	57
228	232	21
228	233	7
228	234	8
228	390	2
228	432	69
228	434	53
228	441	69
228	614	26
228	617	15
229	230	4
229	231	14
229	232	29
229	233	8
229	234	5
229	390	4
229	432	99
229	434	72
229	441	92
229	614	26
229	617	20
230	231	169
230	232	140
230	233	85
230	234	73
230	432	6
230	434	42
230	441	39
230	614	4
230	617	1
231	232	650
231	233	506
231	234	90
231	432	15
231	434	88
231	441	82
231	614	19
231	617	10
232	233	227
232	234	85
232	390	1
232	432	4
232	434	32
232	441	48
232	614	15
232	617	16
233	234	37
233	390	1
233	432	4
233	434	24
233	441	23
233	614	5
233	617	4
234	390	1
234	432	2
234	434	6
234	441	7
234	614	15
234	617	5
390	432	28
390	434	4
390	441	8
390	614	2
390	617	5
432	434	413
432	441	1067
432	614	199
432	617	44
434	441	1755
434	614	295
434	617	239
441	614	324
441	617	224
614	617	350
