154	155	671
154	156	86
154	157	1037
154	158	773
154	161	7
154	164	460
154	49	10
154	534	4
154	65	42
154	68	378
154	70	102
154	71	73
154	97	89
154	98	154
154	99	112
155	156	760
155	157	1496
155	158	1439
155	161	49
155	164	818
155	49	45
155	534	59
155	65	239
155	68	180
155	70	279
155	71	143
155	97	149
155	98	312
155	99	233
156	157	706
156	158	871
156	161	18
156	164	338
156	49	8
156	534	348
156	65	88
156	68	54
156	70	115
156	71	37
156	97	25
156	98	54
156	99	114
157	158	1530
157	161	52
157	164	960
157	49	24
157	534	56
157	65	206
157	68	246
157	70	256
157	71	153
157	97	145
157	98	383
157	99	190
158	161	51
158	164	764
158	49	48
158	534	71
158	65	265
158	68	267
158	70	320
158	71	211
158	97	176
158	98	382
158	99	202
161	164	21
161	49	2
161	65	2
161	68	3
161	70	1
161	71	1
161	97	3
161	98	37
161	99	4
164	49	38
164	534	19
164	65	190
164	68	183
164	70	162
164	71	60
164	97	89
164	98	290
164	99	245
49	534	11
49	65	31
49	68	52
49	70	34
49	71	57
49	97	130
49	98	82
49	99	17
534	65	97
534	68	3
534	70	62
534	71	10
534	97	5
534	98	5
534	99	32
65	68	43
65	70	874
65	71	640
65	97	128
65	98	146
65	99	296
68	70	82
68	71	437
68	97	110
68	98	42
68	99	24
70	71	397
70	97	325
70	98	310
70	99	817
71	97	148
71	98	75
71	99	135
97	98	471
97	99	572
98	99	452
