114	34	1
114	35	3
114	350	61
114	356	2
114	358	4
114	359	3
114	36	2
114	375	174
114	40	1
114	44	1
114	45	406
114	451	188
114	46	1
114	74	2
33	34	398
33	35	556
33	350	35
33	356	356
33	358	3
33	36	244
33	375	2
33	39	32
33	40	35
33	41	85
33	42	63
33	43	76
33	44	50
33	45	18
33	451	2
33	46	24
33	74	42
34	35	206
34	350	3
34	356	134
34	358	2
34	36	386
34	375	1
34	39	14
34	40	10
34	41	12
34	42	7
34	43	6
34	44	18
34	45	15
34	451	1
34	46	6
34	74	6
35	350	173
35	356	210
35	358	11
35	359	11
35	36	365
35	375	19
35	39	365
35	40	162
35	41	145
35	42	64
35	43	75
35	44	103
35	45	44
35	451	8
35	46	115
35	74	352
350	356	253
350	358	31
350	359	30
350	36	12
350	375	327
350	39	6
350	40	6
350	41	6
350	42	3
350	43	3
350	44	10
350	45	8
350	451	46
350	46	2
350	74	20
356	358	48
356	359	24
356	36	88
356	375	26
356	39	27
356	40	15
356	41	249
356	42	301
356	43	275
356	44	62
356	45	17
356	451	14
356	46	4
356	74	11
358	359	217
358	36	18
358	375	7
358	39	3
358	40	3
358	41	2
358	42	5
358	43	1
358	44	29
358	45	225
358	451	18
358	46	12
358	74	1
359	36	2
359	375	41
359	39	1
359	40	1
359	41	3
359	42	16
359	44	38
359	45	43
359	451	11
359	46	17
359	74	2
36	375	2
36	39	58
36	40	29
36	41	120
36	42	376
36	43	50
36	44	202
36	45	152
36	451	20
36	46	236
36	74	34
375	39	3
375	40	3
375	41	1
375	42	3
375	43	1
375	44	4
375	45	27
375	451	123
375	74	12
39	40	725
39	41	367
39	42	78
39	43	143
39	44	33
39	45	24
39	451	4
39	46	19
39	74	189
40	41	24
40	42	5
40	43	23
40	44	11
40	45	9
40	451	1
40	46	5
40	74	48
41	42	907
41	43	1134
41	44	25
41	45	29
41	451	8
41	46	11
41	74	6
42	43	453
42	44	78
42	45	83
42	451	48
42	46	12
42	74	2
43	44	6
43	45	5
43	451	1
43	46	5
43	74	2
44	45	103
44	451	30
44	46	431
44	74	44
45	451	37
45	46	483
45	74	5
451	46	10
451	74	22
46	74	47
