189	193	107
189	196	65
189	197	133
189	204	33
189	206	22
189	207	211
189	219	99
189	220	31
189	221	41
189	222	110
189	223	22
189	224	205
189	448	205
189	449	131
189	450	23
189	452	171
193	196	225
193	197	113
193	204	623
193	206	464
193	207	188
193	219	473
193	220	24
193	221	68
193	222	319
193	223	16
193	224	37
193	448	67
193	449	40
193	450	594
193	452	26
196	197	831
196	204	435
196	206	1165
196	207	1131
196	219	340
196	220	10
196	221	73
196	222	161
196	223	8
196	224	149
196	448	44
196	449	294
196	450	61
196	452	547
197	204	255
197	206	778
197	207	683
197	219	187
197	220	14
197	221	49
197	222	177
197	223	5
197	224	113
197	448	21
197	449	71
197	450	24
197	452	208
204	206	986
204	207	196
204	219	336
204	220	10
204	221	20
204	222	52
204	223	185
204	224	17
204	448	27
204	449	205
204	450	29
204	452	82
206	207	702
206	219	298
206	220	6
206	221	22
206	222	49
206	223	6
206	224	110
206	448	13
206	449	170
206	450	25
206	452	473
207	219	288
207	220	21
207	221	97
207	222	180
207	223	11
207	224	170
207	448	32
207	449	232
207	450	28
207	452	481
219	220	43
219	221	109
219	222	306
219	223	8
219	224	223
219	448	59
219	449	76
219	450	108
219	452	198
220	221	236
220	222	204
220	223	16
220	224	47
220	448	5
220	449	3
220	450	5
220	452	3
221	222	568
221	223	52
221	224	188
221	448	14
221	449	16
221	450	34
221	452	45
222	223	330
222	224	414
222	448	31
222	449	39
222	450	307
222	452	82
223	224	155
223	448	44
223	449	131
223	450	12
223	452	10
224	448	86
224	449	183
224	450	11
224	452	1175
448	449	198
448	450	163
448	452	138
449	450	128
449	452	436
450	452	52
