311	366	195
311	367	119
311	370	614
311	371	444
311	380	71
311	381	7
311	382	169
311	496	116
311	60	57
311	642	4
366	367	181
366	370	567
366	371	194
366	380	4
366	381	3
366	382	4
366	496	277
366	60	28
366	642	5
367	370	442
367	371	177
367	380	3
367	381	9
367	382	1
367	496	165
367	60	5
367	642	8
370	371	581
370	380	3
370	382	18
370	496	426
370	60	8
370	642	1
371	380	80
371	381	10
371	382	357
371	496	171
371	60	41
371	642	28
380	381	534
380	382	1284
380	496	140
380	60	196
380	642	3
381	382	230
381	496	76
381	60	28
381	642	1
382	496	50
382	60	219
382	642	5
496	60	35
496	642	7
60	642	451
