166	167	42
166	168	2
166	169	27
166	171	20
166	172	8
166	173	9
166	174	7
166	175	16
166	176	24
166	178	2
166	180	1
166	183	3
166	185	29
166	187	1
166	236	1
166	240	11
166	373	1
166	537	8
166	538	15
166	539	10
166	540	11
166	552	15
166	559	1
167	168	39
167	169	221
167	170	3
167	171	43
167	172	21
167	173	64
167	174	401
167	175	856
167	176	373
167	178	1
167	180	1
167	181	1
167	183	2
167	184	21
167	185	287
167	187	9
167	236	2
167	240	14
167	291	56
167	373	20
167	374	12
167	537	30
167	538	6
167	539	178
167	540	25
168	169	13
168	171	43
168	172	479
168	173	11
168	174	18
168	175	23
168	176	5
168	180	1
168	185	7
168	187	3
168	236	16
168	240	4
168	373	1
168	374	1
168	538	1
168	539	8
168	540	51
168	552	8
169	170	177
169	171	51
169	172	99
169	173	182
169	174	220
169	175	364
169	176	1392
169	177	22
169	178	29
169	180	3
169	181	8
169	182	2
169	183	6
169	184	63
169	185	57
169	187	30
169	236	39
169	240	158
169	291	42
169	373	53
169	374	29
169	537	9
169	538	16
169	539	24
169	540	49
169	552	3
169	559	1
169	573	1
170	171	6
170	172	39
170	173	36
170	174	10
170	175	20
170	176	75
170	177	4
170	178	7
170	180	1
170	181	4
170	182	1
170	183	2
170	184	4
170	185	15
170	187	1
170	236	26
170	240	62
170	373	4
170	374	3
170	537	2
170	538	3
170	539	1
170	540	10
170	552	1
170	559	1
171	172	26
171	173	19
171	174	194
171	175	17
171	176	45
171	177	4
171	178	454
171	180	3
171	181	459
171	182	350
171	183	52
171	184	18
171	185	15
171	187	6
171	236	43
171	240	319
171	291	99
171	373	194
171	374	14
171	537	17
171	538	24
171	539	21
171	540	113
171	552	2
171	559	2
171	573	1
172	173	94
172	174	20
172	175	35
172	176	38
172	177	10
172	178	8
172	180	2
172	181	1
172	182	18
172	183	12
172	184	3
172	185	37
172	187	29
172	236	138
172	240	20
172	291	1
172	373	3
172	374	5
172	538	3
172	539	19
172	540	16
172	552	20
172	559	5
172	573	1
173	174	81
173	175	50
173	176	107
173	177	29
173	178	32
173	180	22
173	181	22
173	182	6
173	183	9
173	184	18
173	185	15
173	187	4
173	236	25
173	240	59
173	291	7
173	373	4
173	374	2
173	537	4
173	538	5
173	539	4
173	540	21
173	552	2
173	559	1
173	573	2
174	175	265
174	176	204
174	177	2
174	178	11
174	180	9
174	181	16
174	182	15
174	183	14
174	184	620
174	185	86
174	187	94
174	236	37
174	240	27
174	291	594
174	373	676
174	374	477
174	537	259
174	538	12
174	539	136
174	540	200
174	552	1
174	559	1
174	573	1
175	176	322
175	178	1
175	180	1
175	182	2
175	183	8
175	184	3
175	185	47
175	187	143
175	236	4
175	240	15
175	291	43
175	373	175
175	374	235
175	537	20
175	538	6
175	539	103
175	540	36
176	177	8
176	178	25
176	180	1
176	181	4
176	182	1
176	183	2
176	184	6
176	185	41
176	187	13
176	236	24
176	240	87
176	291	6
176	373	21
176	374	12
176	537	7
176	538	7
176	539	20
176	540	27
177	178	204
177	180	134
177	181	32
177	182	3
177	183	6
177	184	14
177	185	2
177	187	1
177	236	6
177	240	180
177	373	1
177	538	2
177	540	49
177	552	1
177	573	9
178	180	43
178	181	1810
178	182	1302
178	183	149
178	184	24
178	185	2
178	187	1
178	236	8
178	240	986
178	291	148
178	373	1
178	537	1
178	538	4
178	539	1
178	540	57
178	573	6
180	181	160
180	182	15
180	183	43
180	184	14
180	185	3
180	187	4
180	236	15
180	240	14
180	373	4
180	374	5
180	537	5
180	538	15
180	540	2
180	573	32
181	182	1339
181	183	155
181	184	6
181	185	1
181	187	1
181	236	11
181	240	846
181	291	151
181	373	2
181	374	1
181	537	1
181	538	5
181	539	1
181	540	17
181	573	8
182	183	452
182	184	73
182	185	7
182	187	23
182	236	4
182	240	613
182	291	117
182	373	8
182	374	7
182	537	1
182	538	2
182	539	2
182	540	12
182	552	1
182	559	2
182	573	6
183	184	56
183	185	24
183	187	55
183	236	3
183	240	78
183	291	23
183	373	10
183	374	12
183	537	2
183	538	1
183	539	1
183	540	4
183	552	6
183	573	35
184	185	3
184	187	9
184	236	9
184	240	114
184	291	1014
184	373	39
184	374	4
184	537	94
184	538	5
184	539	93
184	540	241
184	559	3
184	573	4
185	187	23
185	236	12
185	240	8
185	291	1
185	373	11
185	374	17
185	537	7
185	538	2
185	539	43
185	540	5
185	552	2
185	559	1
187	236	4
187	240	8
187	291	42
187	373	214
187	374	283
187	537	4
187	538	2
187	539	3
187	540	6
187	559	1
187	573	1
236	240	91
236	291	1
236	373	16
236	374	21
236	537	10
236	538	7
236	539	5
236	540	5
236	552	1
236	559	12
240	291	70
240	373	13
240	374	4
240	537	10
240	538	32
240	539	5
240	540	174
240	552	2
240	559	58
240	573	1
291	373	269
291	374	72
291	537	224
291	538	2
291	539	88
291	540	293
373	374	1068
373	537	95
373	538	3
373	539	27
373	540	59
374	537	66
374	538	1
374	539	18
374	540	41
537	538	171
537	539	64
537	540	52
537	559	1
537	573	1
538	539	130
538	540	24
538	559	2
538	573	2
539	540	30
540	559	3
552	559	19
552	573	61
559	573	2
