194	439	53
194	440	9
194	460	6
194	471	15
194	472	3
194	473	4
194	488	92
194	489	417
194	490	91
194	492	543
194	500	30
194	501	8
194	502	125
194	503	97
194	504	9
194	609	116
194	93	137
439	440	711
439	460	5
439	471	14
439	472	8
439	473	5
439	488	27
439	489	214
439	490	135
439	492	132
439	500	20
439	501	7
439	502	43
439	503	47
439	504	6
439	609	4
439	93	31
440	460	26
440	471	6
440	472	28
440	473	5
440	488	6
440	489	213
440	490	219
440	492	20
440	500	3
440	501	4
440	502	10
440	503	9
440	504	3
440	609	2
440	93	66
460	471	48
460	472	50
460	473	5
460	488	11
460	489	7
460	490	13
460	492	10
460	500	59
460	501	1
460	502	4
460	503	6
460	504	4
471	472	360
471	473	385
471	488	83
471	489	37
471	490	166
471	492	30
471	500	70
471	501	37
471	502	133
471	503	143
471	504	430
471	609	1
471	93	5
472	473	298
472	488	56
472	489	8
472	490	133
472	492	9
472	500	124
472	501	14
472	502	49
472	503	49
472	504	16
472	93	8
473	488	16
473	489	5
473	490	33
473	492	13
473	500	66
473	501	30
473	502	42
473	503	38
473	504	11
473	93	1
488	489	535
488	490	589
488	492	247
488	500	44
488	501	11
488	502	211
488	503	118
488	504	16
488	609	1
488	93	4
489	490	120
489	492	471
489	500	87
489	501	40
489	502	138
489	503	102
489	504	15
489	609	310
489	93	387
490	492	94
490	500	30
490	501	10
490	502	170
490	503	136
490	504	18
490	609	6
490	93	16
492	500	178
492	501	26
492	502	359
492	503	293
492	504	21
492	609	1
492	93	5
500	501	254
500	502	279
500	503	323
500	504	50
500	93	2
501	502	439
501	503	499
501	504	25
501	609	2
501	93	4
502	503	1554
502	504	73
502	609	3
502	93	12
503	504	70
503	609	4
503	93	17
504	609	1
504	93	5
609	93	881
