143	149	1856
143	385	33
143	386	25
143	387	3
143	389	7
143	391	5
143	396	1
143	397	945
143	398	527
143	399	27
143	400	1463
143	401	30
143	402	18
143	447	1009
143	455	1
143	459	5
149	385	35
149	386	27
149	387	3
149	389	7
149	391	5
149	394	1
149	396	1
149	397	956
149	398	530
149	399	26
149	400	1446
149	401	28
149	402	19
149	447	1020
149	455	1
149	459	6
385	386	133
385	387	68
385	389	89
385	391	144
385	393	18
385	394	2
385	396	105
385	397	120
385	398	135
385	399	41
385	400	217
385	401	197
385	402	36
385	447	35
385	455	13
385	459	6
386	387	41
386	389	94
386	391	104
386	393	7
386	395	1
386	396	14
386	397	148
386	398	210
386	399	34
386	400	64
386	401	148
386	402	94
386	447	38
386	455	15
386	459	9
387	389	64
387	391	65
387	393	9
387	394	1
387	396	16
387	397	34
387	398	46
387	399	483
387	400	17
387	401	31
387	402	115
387	447	27
387	455	7
387	459	4
389	391	293
389	393	63
389	394	8
389	395	2
389	396	308
389	397	44
389	398	50
389	399	15
389	400	18
389	401	27
389	402	71
389	447	14
389	455	42
389	459	18
391	393	31
391	394	6
391	395	2
391	396	138
391	397	356
391	398	490
391	399	47
391	400	45
391	401	201
391	402	195
391	447	36
391	455	57
391	459	7
393	394	239
393	395	61
393	396	110
393	397	10
393	398	6
393	399	37
393	400	3
393	401	6
393	402	18
393	447	12
393	455	83
394	395	338
394	396	86
394	397	8
394	398	4
394	399	7
394	400	3
394	401	9
394	402	16
394	447	11
394	455	185
395	396	103
395	397	4
395	398	2
395	399	3
395	400	1
395	401	7
395	402	12
395	447	11
395	455	24
396	397	18
396	398	12
396	399	51
396	400	10
396	401	31
396	402	29
396	447	6
396	455	160
397	398	1286
397	399	281
397	400	1158
397	401	407
397	402	390
397	447	758
397	455	51
397	459	60
398	399	256
398	400	812
398	401	419
398	402	262
398	447	462
398	455	41
398	459	49
399	400	172
399	401	115
399	402	91
399	447	128
399	455	25
399	459	8
400	401	168
400	402	95
400	447	962
400	455	11
400	459	11
401	402	186
401	447	119
401	455	55
401	459	10
402	447	97
402	455	25
402	459	32
447	455	150
447	459	25
455	459	3
