199	217	95
199	218	1
199	238	7
199	248	1
199	249	4
199	251	107
199	410	7
199	456	41
199	47	6
199	48	20
199	50	27
199	519	321
199	53	32
199	54	474
199	55	129
199	66	79
199	67	22
199	75	7
199	77	7
199	78	9
199	79	1
199	81	8
199	82	7
199	83	4
199	84	1
217	218	25
217	238	57
217	248	12
217	249	20
217	251	4
217	410	61
217	456	41
217	47	47
217	48	205
217	50	72
217	519	14
217	53	89
217	54	60
217	55	154
217	66	167
217	67	35
217	75	4
217	77	20
217	78	67
217	79	4
217	81	7
217	82	15
217	83	1
217	84	4
218	248	133
218	249	12
218	410	1
218	456	1
218	47	2
218	48	2
218	50	2
218	53	1
218	54	1
218	55	1
218	66	3
218	67	1
218	77	1
218	78	2
218	84	1
238	248	1
238	249	1
238	410	6
238	456	12
238	47	3
238	48	31
238	50	15
238	519	60
238	53	21
238	54	5
238	55	3
238	66	9
238	67	3
238	75	186
238	77	5
238	78	3
238	79	1
238	81	1
238	82	6
238	83	3
238	84	2
248	249	192
248	410	2
248	456	1
248	47	3
248	48	10
248	50	9
248	53	6
248	55	2
248	66	1
248	67	1
248	77	3
248	78	2
248	82	1
248	84	6
249	251	14
249	410	5
249	456	4
249	47	1
249	48	9
249	50	8
249	519	2
249	53	11
249	54	17
249	55	4
249	66	10
249	67	3
249	77	3
249	78	2
249	81	1
249	82	2
249	84	5
251	456	18
251	47	1
251	48	5
251	50	9
251	519	3
251	53	13
251	54	644
251	55	29
251	66	64
251	67	8
251	75	1
251	77	8
251	78	1
251	79	1
251	81	2
251	82	6
410	456	30
410	47	10
410	48	13
410	50	32
410	519	1
410	53	26
410	54	15
410	55	9
410	66	10
410	67	5
410	75	14
410	77	9
410	78	4
410	79	1
410	81	3
410	82	2
410	84	4
456	47	44
456	48	55
456	50	73
456	519	9
456	53	320
456	54	66
456	55	12
456	66	112
456	67	123
456	75	9
456	77	13
456	78	7
456	79	15
456	81	4
456	82	15
456	83	9
456	84	5
47	48	37
47	50	83
47	519	2
47	53	25
47	54	59
47	55	14
47	66	25
47	67	109
47	75	2
47	77	37
47	78	53
47	79	6
47	81	5
47	82	7
47	83	2
47	84	3
48	50	732
48	519	10
48	53	61
48	54	48
48	55	44
48	66	13
48	67	12
48	75	4
48	77	27
48	78	21
48	79	4
48	81	2
48	82	22
48	83	2
48	84	1
50	519	19
50	53	29
50	54	84
50	55	86
50	66	16
50	67	18
50	75	10
50	77	110
50	78	60
50	79	6
50	81	4
50	82	24
50	83	8
50	84	8
519	53	16
519	54	61
519	55	6
519	66	258
519	67	42
519	75	5
519	77	88
519	78	77
519	79	1
519	81	7
519	82	15
519	83	21
519	84	9
53	54	134
53	55	33
53	66	84
53	67	17
53	75	7
53	77	22
53	78	9
53	79	25
53	81	3
53	82	15
53	83	3
53	84	6
54	55	296
54	66	546
54	67	136
54	75	5
54	77	22
54	78	5
54	79	4
54	81	13
54	82	17
54	83	6
54	84	3
55	66	93
55	67	30
55	75	1
55	77	14
55	78	5
55	79	1
55	81	78
55	82	55
55	83	1
55	84	2
553	67	1
553	75	8
553	81	12
66	67	276
66	75	5
66	77	17
66	78	45
66	79	3
66	81	8
66	82	7
66	83	3
66	84	4
67	75	5
67	77	88
67	78	17
67	79	2
67	81	7
67	82	8
67	83	6
67	84	6
75	77	2
75	78	3
75	79	1
75	81	2
75	82	4
75	83	4
75	84	1
77	78	101
77	79	40
77	81	48
77	82	53
77	83	45
77	84	48
78	79	7
78	81	33
78	82	19
78	83	15
78	84	21
79	81	2
79	82	8
79	83	5
79	84	3
81	82	289
81	83	510
81	84	38
82	83	1206
82	84	36
83	84	24
