id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight
608	devices using stimulated emission	0.4217	-0.2865	1	92	2638	636
610	"boards, substations, or switching arrangements for the supply"	-0.5013	-0.6242	4	76	1241	607
611	"installation of electric cables or lines, or of combined optical"	-0.4479	-0.5738	4	88	1655	645
612	emergency protective circuit arrangements	-0.6167	-0.3938	4	86	3024	615
613	circuit arrangements or systems for supplying or distributing electric power	-0.6742	-0.2266	4	93	6000	641
615	"apparatus for conversion between ac and ac, between ac and dc, or between dc"	-0.8161	-0.2661	4	90	3427	631
616	electric machines not otherwise provided for	0.3251	-0.6298	1	92	2439	625
619	"generation of oscillations, directly or by frequency-changing, by circuits em"	-1.0229	-0.0848	3	93	5986	583
620	modulation	-1.1836	0.5081	3	86	5883	542
621	demodulation or transference of modulation from one carrier	-1.2659	0.4298	3	83	4825	571
622	amplifiers	-1.1022	0.2163	3	88	5445	607
623	control of amplification	-0.8669	0.3695	3	97	6610	592
624	"impedance networks, e.g. resonant circuits"	-0.8464	-0.1466	3	95	7036	619
625	tuning resonant circuits	-0.9271	0.1056	3	91	6762	566
626	pulse technique	-0.6649	-0.0345	3	96	4832	627
627	"automatic control, starting, synchronisation, or stabilisation of generators"	-1.0087	0.0283	3	92	4940	593
628	coding	-0.452	0.5941	7	96	5290	624
629	transmission	-0.7059	0.4735	3	95	14907	643
630	broadcast communication	-0.0131	0.979	7	93	11512	613
631	multiplex communication	-0.5611	0.6176	7	91	8063	616
632	secret communication	-0.195	1.0293	7	89	7691	580
633	"transmission of digital information, e.g. telegraphic"	-0.2597	0.8357	7	95	16036	647
634	telephonic communication	-0.1915	0.6879	7	96	11959	643
635	"pictorial communication, e.g. television"	0.3867	0.6533	2	97	16283	650
636	selecting	-0.3949	0.4313	7	93	7733	629
637	"loudspeakers, microphones, gramophone pick-ups or like acoustic electromechan"	0.2692	0.0458	6	98	4638	641
638	stereophonic systems	0.3472	0.2909	6	93	2400	539
639	wireless communications networks	-0.4213	0.7776	7	93	13647	639
645	printed circuits	-0.2952	-0.436	4	96	7093	650
646	indexing scheme relating to climate change mitigation technologies related to	-0.5604	0.2436	4	96	11334	650
652	"systems integrating technologies related to power network operation, communic"	-0.5507	0.0748	4	90	8197	615
80	"card, board, or roulette games"	0.6567	0.3305	2	95	7087	639
